Title,Director,Cast,Genre,year,Notes,Notes/Music,Music
Maya Jaal,Shanti Dave,"P. Jairaj, Bibbo, Master Nissar, Ameena, Bhudo Advani, Shahzadi, Nayampally, W. M. Khan, S. N. Parashar, A. R. Kabuli",Fantasy,1933,Ajanta Cinetone. Music: B. S. HooganLyrics: Seemab,,
Mirza Sahiban,Nagendra Majumdar,"Master Bachchu, Kamlabai, Miss Gulzar, Mehboob Khan, Nurjahan, Dinkar, Ismail",Legend Romance,1933,Sagar Movietone. Music: Lyrics:,,
Miss 1933,Chandulal Shah,"Mehtab, E. Billimoria, Gohar Mamajiwala, Yakub, Dixit, Ghory, Keki Adjania, Rewashankar, Gangaprasad",Social,1933,Ranjit Film Company. Music: Jhande KhanLyrics:,,
Nakli Doctor,J. J. Madan,"Surajram, Patience Cooper, Sushila, Shaila, Ghulam Mustafa",Social,1933,Madan Theatres Ltd. Music: Lyrics:,,
Naksh-E-Sulemani,A. P. Kapoor,"Harishchandra Bali, Zebunissa, Sardar Akhtar, Ghulam Mohammed, Ashraf Khan, Iqbal, Jani Babu, Zafar Khan",Costume,1933,Saroj Movietone. Music: Sunderdas BhatiaLyrics: Munshi Nazan,,
Nal Damyanti,,"Mazhar Khan, Akhtari Bai, Indubala, Master Bachchu, Mukhtar Begum, Narmada Shanker",Mythology,1933,East India Film Company. Music: Nagardas NayakLyrics:,,
Noor-E-Iman,Madanrai Vakil,"Madhav Kale, Raja Sandow, Dulari, Devaskar, Nandram, Leela",Costume,1933,Arvind Cinetone. Music: Keshavrao BholeLyrics: Munshi Gyanchand,,
Pandav Kaurav,Nanubhai Vakil,"Zubeida, Master Bachchu, Jal Merchant, Khatoon, Mehboob Khan, S. Baburao",Mythology,1933,Sagar Movietone. Music: S. P. RaneLyrics:,,
Pardesi Pritam,Nandlal Jaswantal,"Madhuri, E. Billimoria, Shanta Kumari, Raja Sandow, Keki Adjania, Charubala",Costume,1933,Ranjit Studios. Music: Jhande KhanLyrics: Dhaniram Prem,,
Patit Pawan,Nagendra Majumdar,"Durga Khote, P. Jairaj, Kashinath, Madhukar Gupta, Majumdar, R. Veena, Nurjahan, K. Gore",Religious,1933,Pratima Photophone. Music: B. R. Deodhar Lyrics: Pandit Ugra,,
Prem Ka Nasha,N. Majumdar,"Sorabji Kerawala, Jehanara Kajjan, Surajram, Kabuli",Social,1933,Madan Theatres Ltd. Music: S. K. BoseLyrics:,,
Premi Pagal,Ezra Mir,"Mehboob Khan, Charlie, Kamlabai, Master Bachchu, Khatoon, Kayam Ali, Asooji",Social,1933,Sagar Movietone Music: S. P. RaneLyrics: Ramdas Azad,,
Prithviraj Sanyogita,Narayanrao Sarpotdar,"Padma Devi, Navinchandra, Rafiq Ghaznavi, Kishori, Altekar, Datar",Historical Romance Drama,1933,Maharashtra Cine. Music: Rafiq GhaznaviLyrics:,,
Puran Bhagat,Debaki Bose,"K. L. Saigal, Uma Shashi, Molina Devi, Tarabai, Kumar, Bikram Kapoor, K. C. Dey, Anwaribai, Ansari",Devotional Biopic,1933,New Theatres. Music: R. C. BoralLyrics: Basant Kumar Dubey,,
Radha Krishna,"Priyanath Ganguly, Tulsi Lahiri","Sabita Devi, Dhiraj Bhattacharya, Indubala, Amar Chowdhury, Angurbala, Bimal Dasgupta, Kamala Jharia, Lakshmi, K. Mukhopadhyay, Saraswati",Religious,1933,East India Film Company. Music: Sunder Das Bhatia,,
Raja Gopichand,B. M. Shukla,"H. C. Bali, Jaddanbai, Ramkrishna Chaube, Devbala, Ismail, Sita Devi",Legend Drama,1933,Playart Phototone. Music: Lyrics:,,
Rajrani Meera,Debaki Bose,"K. L. Saigal, Durga Khote, Prithviraj Kapoor, Molina Devi, Pahari Sanyal, Durgadas Bannerjee, Manoranjan Bhattacharya, Amar Mullick, Chandravati Devi, Indubala, Ansari, Siddiqui",Devotional,1933,New Theatres Music: R. C. BoralLyrics:,,
Ramayana,J. J. Madan,"Leela, Narmada Shankar, Mukhtar Begum, Pyara Saheb",Religious,1933,Madan Theatres Ltd. Music: Lyrics:,,
Rambha Rani,Harshadrai Mehta,"Gauhar Karnataki, Baburao Apte, Shivrani Ghosh, Madhav Kale, Dulari, Amritlal Nagar, Bhim, Chandrika, Himmatlal, Lobo",Legend,1933,Sharda Movietone Music: Lyrics: Chimanlal Luhar,,
Rangila Rajput,M. Bhavnani,"Master Nissar, Bibbo, W. M. Khan, Ameena, Kabuli, Shahzadi, Mariyam",Costume,1933,Ajanta Cinetone. Music: B. S. Hoogan,,
Roop Basant,A. P. Kapoor,"Zebunissa, Sardar Akhtar, Ghulam Mohammed, Ashraf Khan, Iqbal",Costume,1933,Saroj Movietone. Music: Sunderdas BhatiaLyrics: Munshi Shams,,
Sairandhari,V. Shantaram,"Master Vinayak, Shakuntala, Leela, Mane, Nimbalkar, Prabhavati, Kulkarni, Salunke",Mythology,1933,Prabhat Film Company. Music: Govindrao TembeLyrics:,,
Sati Anusuya,Madanrai Vakil,"Mushtari, Jamshedji, Khansaheb, Devaskar, Chanda, Dinkar",Devotional,1933,Imperial Film Company. Music: Pransukh NayakLyrics:,,
Sati Mahananda,Baburao Patel,"Padma Devi, Mubarak, Madhukar Gupte, Shirin Banu, Shantaram, Raja Pandit, Kamlavati",Devotional,1933,Gandharva Cinetone. Music: Govindrao TembeLyrics:,,
Saubhagya Sundari,Homi Master,"D. Billimoria, Sulochana (Ruby Myers), Jamshedji, Khansaheb, Jilloobai, Khalil, Hadi, Syed Ahmed, Lakshmi",Costume,1933,Imperial Film Company. Music: Pransukh NayakLyrics: Munshi Zameer,,
Shan-E-Subhan,Faredoon Irani,"Sultana, Aziz, Rauf, Ismail, Agha Jan Kashmiri, Noorjahan, Aga Munne",Costume,1933,Brahma Film Company.,,
Sita Swayamvar,H. M. Reddy,"Padmavati Shaligram, Sundrabai, B. R. Tandon, Haridas, Sitara Devi, Bhagwandas, Tarabai, Vatsala Joshi",Religious,1933,Vijaya Cinetone. Music: Master MohammedLyrics: Lalchand Falak,,
Sohni Mahiwal,Harshadrai Mehta,"Gohar Karnataki, Baburao Apte, Chonker, Shivrani Ghosh, Nizam, Amritlal Nagar, Bhim, Kantilal, Lobo Naibux",Legend Romance,1933,Sharda Movietone. Music: Lyrics: Munshi Asif,,
Sulochana a.k.a. Temple Bells,R. S. Choudhary,"Sulochana (Ruby Myers), D. Billimoria, Jilloobai, Ghulam Mohammed, Chanda, Jamshedji, Peerjan, Hadi",Cotume,1933,"Imperial Film Company. Music: Pransukh Nayak, GadgilLyrics:",,
Surya Kumari,Dhirubhai Desai,"Alaknanda, Ata Mohammed, Udvadia, Gulab, Tarabai, Kashinath, Shankar Rao Khatu",Social,1933,Vishnu Cinetone. Music: Kikubhai YagnikLyrics: Chhabil Das Madhur,,
Turki Sher,J. J. Madan,"Rose, Rajkumari, Sorabji Keravala, Rawidan, A. R. Kabuli, Kakajani Panthki",Costume,1933,Madan Theatres Ltd. Music: Brijlal VarmaLyrics: Shams Gayavi,,
Vikram Charitra,Harshadrai Mehta,"Gauhar Karnataki, Amritlal Nagar, Shivrani Ghosh, Bhim, Baburao Apte, Madhav Kale, Dulari, Himmatlal",Costume,1933,Sharda Movietone.,,
Yahudi Ki Ladki,Premankur Atorthy,"K. L. Saigal, Rattan Bai, Pahari Sanyal, Nawab, Kumar, Radharani, Ghulam Mohammed, Tarabai",Costume Drama,1933,New Theatres. Music: Pankaj MullickLyrics: Agha Hashar Kashmiri,,
Zahar-E-Ishq,J. P. Advani,"P. Jairaj, Zohrajan, Master Bachchu, Lovji Lavangia, Panna",Costume,1933,Jayant Pics. Music: B. R. DeodharLyrics: Narayan Prasad Betab,,
Zahari Saap,J. J. Madan,"Jehanara Kajjan, Gulam Hussain, Patience Cooper, Rosy, Kabuli, Sorabji Kerawala, Sheela, Mustafa, C. Panthaki, Fakiruddin",Costume,1933,Madan Theatres Ltd. Music: Brijlal VarmaLyrics: Narayan Prasad Betab,,
Aaj Kal,R. S. Choudhary,"Ermeline, Jal Merchant, Shanta Kumari, Sundarabai, Hadi, Baba Vyas",Social,1934,Gold Mohur Sound Pics. Music: S. P. RaneLyrics: Nashtar Lucknavi,,
Actress a.k.a. Bambai Ki Mohini,Balwant Bhatt,"Harishchandra Rao, Alaknanda, Kashinath, Bachchu, Panna, Lallubhai",Social,1934,Prakash Pictures. Music: Lallubhai NayakLyrics: Pandit Anuj,,
Adil-E-Jehangir,K. Sardar,"Zubeida, Miss Zohrajan, Padmavati Shaligram, Khatoon, Aziz, Kantilal, Nawab, Anwaribai, Pushpa",Historical Drama,1934,United Artists. Music: Ishrat SultanaLyrics:,,
Afghan Abla,J. P. Advani,"Master Chonkar, Sultana, Kamlabai, Ata Mohamed",Costume,1934,Kumar Movies. Music: Lyrics:,,
Ajamil,A. R. Kabuli,"Zebunissa, Sardar Akhtar, A. R. Kabuli, Ashraf Khan, Sultan Alam, Sher Ali, Jani Babu",Legend,1934,Saroj Movietone. Music: Lyrics: A. R. Kabuli,,
Akashwani a.k.a. Prophecy,Bhalji Pendharkar,"Master Vinayak, Leela, Meenakshi Shirodkar, Baburao Pendharkar, Nanasaheb Phatak, Master Vasant, Bhadre, Dr. Sathe",Costume,1934,Kolhapur Cinetone. Music: Gundopant Walawalkar,,
Ambarish,V. M. Gunjal,"Bandopant, Gulab, Sohani, Boradekar, Kamlabai, Bhagwandas",Devotional,1934,Ambika Movietone. Music: K. YagnikLyrics: Narayan Prasad Betab,,
Ameena,Akhtar Nawaz,"Akhtari Bai, Mahajabin, Agha Jani, Zarina, Akhtar Nawaz",Social,1934,Kali Films. Music: Lyrics:,,
Amirzadi,A. R. Kabul,"Master Chonkar, Sultana, Ashraf Khan, Kamlabai, Majid, Rajkumari, A. R. Kabul",Costume,1934,Kumar Movies. Music: Lyrics:,,
Amrit Manthan,V. Shantaram,"Chandra Mohan, Nalini Tarkhud, Shanta Apte, Keshavrao Date, Sureshbabu Mane, Budhasaheb, Varde, Kulkarni",Costume,1934,Prabhat Film Company. Music: Keshavrao BholeLyrics: Veer Mohammedpuri,,
Anokha Prem,Faredoon Irani,"Patience Cooper, Yusuf Effendi, Jehanara Kajjan, Rajkumari, Jagdish Sethi, Violet Cooper, Ghulam Hussain, Ghulam Mustafa, Lakshmi, Pearl, Parvati",Social,1934,Madan Theatres Ltd. Music: Chhailaram SolankiLyrics: Dil Lukhnavi,,
Anokhi Mohabbat,Ramnik Desai,"Kumar, Sitara Devi, Yakub, Kayam Ali, Hira Kumari, Razak, Tarabai, Pande",Costume Drama,1934,Sagar Movietone Music: Balram SinghLyrics:,,
Baag E Misar,JBH Wadia,"Padma Devi, S. Nazir, Boman Shroff, Jamna, Jal Khambatta, Firoze Dastur, Sayani Atish, Master Mohammed, Munchi Thuthi, Minoo Cooper",Costume Action,1934,"Wadia Movietone. Music: Master Mohammed, Joseph DavidLyrics: Joseph David, Munshi Aashak",,
Baghdad Ka Chor,D. N. Madhok,"Shiraz, Mumtaz, Ebrahim, Miss Moti, Meher-Ul-Nissa, Hanumant Rao, Mansur, Mansoor Ali, Vimal",Fantasy,1934,Paramount Pictures. Music: Damodar SharmaLyrics: D. N. Madhok,,
Bala Joban,Baburao Patel,"Mubarak, Padma Devi, Shrin Banu, M. Gupte, Badri Prasad, Gulab, Madhukar Gupte, Nandu Khote, Maruti Pahelwan, Raja Pandit, Ghulam Hussain, Master Kamlakar",Social,1934,Gandharva Cinetone. Music: Badri PrasadLyrics:,,
Bhakta Ke Bhagwan,Gunjal,"Raj Kumari, Ahindra Chowdhry, Devbala, Patience Cooper, Shahzadi, Dadabhai Sarkari, Damodar, Dhrupad, Shyam Sunder",Devotional,1934,Bharat Lakshmi. Music: Nagar Das NayakLyrics: Dhrupad Rai,,
Bhakta Prahlad,"K. P. Bhave, R. G. Torney","Shakuntala, Mohan, Ratnaprabha, P. Varne, Salvi, Vasantrao Pehalwan, Krishnakant, Javdekar",Devotional,1934,Saraswati Cinetone. Music: Annasaheb MainkarLyrics:,,
Bhedi Rajkumar,R. G. Torney,"Master Vithal, Menaka, Shakuntala, D. S. Salvi, Netra, Vasantrao Pahelwan, Javdekar, Varne",Costume,1934,Saraswati Cinetone. Music: Annasaheb MainkarLyrics:,,
Bulbule Paristan,Dhirubhai Desai,"Udvadia, Gulab, Maruti Rao, Sushila, Sidheshwari, Bhim, Kantilal, Himmatlal",Fantasy,1934,Vishnu Cinetone. Music: Kikubhai YagnikLyrics: Munshi Zameer,,
Chalta Purza,R. N. Vaidya,"Shiraz, Ebrahim, Moti, Hanumant Rao, Vimla Devi, Sardar Mansur",Social,1934,Paramount. Music: Damodar SharmaLyrics:,,
Chandidas,Nitin Bose,"K. L. Saigal, Uma Shashi, Pahari Sanyal, M. Ansari, Anwaribai, Nawab, Parvati, I. H. Sadiq, Siddiqui",Devotional Biopic,1934,New Theatres. Music: R. C. BoralLyrics: Agha Hashr Kashmiri,,
Chandra Gupta,Abdul Rashid Kardar,"Gul Hamid, Sabita Devi, Mazhar Khan, Dhiraj Bhattacharya, Nazir Ahmed, A. R. Pehalwan",Historical,1934,East India Film Company. Music: K. C. DeyLyrics:,,
Chhapan Chhuri,Ramakant Ranganath,"Jaiman, Janki, Prof. Bali, Manorama Sr.",Action,1934,"Ashok Cine. Music: Ram T. Heera, Prof. BasarkarLyrics: Surendra",,
Cinema Queen,Rajendra Raj Gaur,"Mehtab, Mumtaz, Bachchu, Alaknanda, Madhukar Gupte Shivrani Ghosh, Sadiq, Narsi, Mangle, Nurjehan, Shukla",Action,1934,Vasant Movietone. Music:,,
Daku Mansoor,Nitin Bose,"K. L. Saigal, Prithviraj Kapoor, Uma Shashi, Pahari Sanyal, Nemo, Husn Banu,",Costume Action,1934,New Theatres. Music: R. C. BoralLyrics:,,
Daksha Yagna,Jyotish Bannerjee,"Radharani, Ahindra Choudhary, Dhiraj Bhattacharya, Mrinal Ghosh, Nimbalkar, Tulsi Chakraborty, Kumar Mitra, Chandravati Devi",,1934,"Music: Himanshu Datta, Haripad RoyLyrics: Manjur",,
Dard E Dil,"M. Bhavnani, Moti Jhangiani","P. Jairaj, Lalita Devulkar, Tarabai, Khalil, Ameena, Bhudo Advani, Navin, Parashar, W. M. Khan, Nayampally, Abu Bakar, Gyani",Costume Drama,1934,Ajanta Cinetone. Music: B. S. HooganLyrics: Khalil Aftab,,
Devaki,N. D. Sarpotdar,"Sulochana (Ruby Myers), D. Billimoria, Dulari, Dattar, Raja Sandow, Jadhav, Devaskar, Lahnoo, Sarpotdar",Devotional,1934,Imperial. Music: Pransukh NayakLyrics:,,
Dhartikamp,Saki,"Radharani, Sayani Atish, Roshanara Begum, Inamdar",Action,1934,"Laxmi Cine. Music: Mulraj Kapadia, M. SagirLyrics:",,
Dilara,J. P. Advani,"Sardar Akhtar, Zebunissa, Kamla, Ashraf Khan, J. Gidwani, Ebrahim, Sher Ali, Balabhai",Social,1934,Hindustan Cinetone. Music: RafiqLyrics: Munshi Rafiq,,
Diwani,D. N. Madhok,"Sarojini, Moti, Dar Kashmiri (Jeevan), Mishra, R. Jani, Ratilal, Nurjehan, S. Shamsudin, Miss Pokhraj, Azurie",,1934,Kailash Sound Pics. Music: H. C. BaliLyrics: D. N. Madhok,,
Dolti Nayya,Drupad Roy,"B. Sohani, Sundri, Bhagwandas, Narenbabu, Meera",Social,1934,"Ambika Movietone. Music: Kikibhai Yagnik, Amulya Charan BiswasLyrics:",,
Dukhtar-e-Hind,A. P. Kapoor,"Master Nissar, Ameena, W. M. Khan, Bibbo, Bhudo Advani, Tarabai, Navin, Shahzadi,",Costume,1934,"Ajanta Cinetone. Music: Zhande Khan, B. S. HooganLyrics: A. P. Kapoor",,
Fida E Tohid a.k.a. Fida-E-Tauheen,,"Shamsuddin, Jahangir, Mahendra Singh, Nizam,Ranibala, Kamla, A. Shah, Miss Zohrajan, Mohammed Ismail, Kamrunnisa",Costume,1934,Shankar Movietone,,
Flashing Sword a.k.a. Chamakti Shamsheer,Ahmed H. Essa,"Kanta Kumari, Master Chonkar, Lovji Lavangia, A. Hamid, S. Usman, Manish",Action,1934,Capital Sound Pictures. Music: Lyrics: Munshi Zameer,,
Gafil Musafir,J. P. Advani,"Sardar Akhtar, Ashraf Khan, Ghulam Mohammed, Irshad Ali, Prabha Shankar, Sultan Ahmed, Balabhai",,1934,Music: Sunderdas BhatiaLyrics: Munshi Rafiq,,
Garib Ki Duniya,Sorabji Kerawala,"Jehanara Kajjan, Patience Cooper, S. Kerawala, Sharifa, Mohammed Hussain, Lakshmi",Social,1934,"Music: Chhailaram Solanki, Nagardas NayakLyrics:",,
Grihalaxmi,Sarvottam Badami,"Yakub, Jal Merchant, Sabita Devi, K. C. Dey, SWaroop Rani, Lalita Devulkar, Asooji, Mehboob Khan, Kamla",Socil Family,1934,Sagar Movietone. Music: S. P. RaneLyrics:,,
Gul Sanobar,Homi Master,"Sulochana Ruby Myers, D. Billimoria, Zubeida, Ghulam Mohammed, Chanda, Hadi, Jilloobai, Abdul Qadir, Sayed Ahmed",Fantasy,1934,Imperial Film Company. Music: Pransukh NaikLyrics: Munshi Zameer,,
Gunsundari,Chandulal Shah,"E. Billimoria, Gohar Mamajiwala, Rampyari, Shanta, Dixit, Keki Adajania, Ghory, Ram Apte, Raja Sandow",Social,1934,"Ranjit Film Company. Music: Rewashankar, Gyanprasad PathakLyrics:",,
Haman,S. Kerawala,"Mahajabin, Mehmud Din, Sushila, S. Kerawala, C. Panthaki, Abbas",,1934,Madan Theatres Ltd. Music: Nagardas NayakLyrics:,,
Hari Bhakti,Prafulla Ghosh,"Kanan Devi, Mrinal Ghosh, Avdhut, Tulsicharan, Benoy, Goswami",Devotional,1934,Radha Film Company. Music: R. C. BhattacharyaLyrics:,,
Hoor-E-Baghdad,R. N. Vaidya,"Shiraz, Sardar Mansur, Meherunisa, Anwaribai, Swarup Rani, Vimla, Bachcha, Dalpat",Fantasy,1934,Paramount Film Co. Music: Damodar SharmaLyrics: Munshi Nazan,,
Hothal Padmini,K. Rathod,"Sardar Akhtar, Zebunissa, Iqbal, Ashraf Khan, Ali Baksh",Legend,1934,Saroj Movies. Music: SunderdasLyrics:,,
Indira M. A.,Nandlal Jaswantal,"Sulochana (Ruby Myers), D. Billimoria, Jamshedji Khansaheb, Raja Sandow, Jilloobai, Hadi",Social,1934,Imperial. Music: Pransukh NayakLyrics: Dhaniram Prem,,
Insaaf Ki Tope,Vithaldas Panchotia,"Rajkumari, V. Panchotia, Dadabhai Sarkari, Shahzadi, R. P. Kapoor, Shaila, Fida Hussain, Bhola Shankar",Action,1934,Bharat Lakshmi Pictures. Music: Nagardas Nayak Lyrics:,,
Jaan Nissar,K. Rathod,"Sardar Akhtar, Sultan Alam, Maruti Rao, Zebunissa, Jani Babu",,1934,Sarla Cinetone. Music: Lyrics:,,
Jawani Diwani,Shanti Dave,"Ranibala, Zohrajan, Panna, Shivrani Ghosh, Manohar Ghatwai, Rafiqe Ghaznavi",Social,1934,Jayant Pics Music: Rafiqe GhaznaviLyrics: Munshi Jilani Shyam,,
Johar-E-Shamsheer,J. P. Advani,"Nissar, Zebunissa, Sardar Akhtar, Prabha Shankar, Jani Babu, Bibijan",Costume Action,1934,Saroj Movietone. Music: Lyrics:,,
Kala Gulab,JBH Wadia,"Sharifa, Sarda Mansur, Husn Banu, Sayani Atish, Firoze Dastur, Gulshan, Jal Khambatta, Jaidev, Master Mohammed, Jamna",,1934,Wadia Movietone. Music: Master MohammedLyrics: Joseph David,,
Kala Naag,"Adi Irani, B. Murzban","Jamshedji Khansaheb, Dulari, Manjiri, Rafiq Ghaznavi, Tahami Chemist",Social,1934,Majestic. Music: Lyrics: Nashtar Lakhnavi,,
Kala Wagh a.k.a. Black Tiger,Nagendra Majumdar,"Mohini, Malti, Madhav Kale, Master Chonkar, Gohar Karnataki, Navinchandra, Nurjahan, Amritlal Nagar, Bhim",Costume,1934,Jaydevi Cine. Music: Lyrics: Dhaniram Prem,,
Kanya Vikraya a.k.a. Lobhi Baap,Mohammed Hussain,"Patience Cooper, Mohammed Hussain, Miss Rose, Master Mohan, Angurbala, Sharifa, Surajram",Social,1934,Pioneer Films Company. Music: Master MotilalLyrics: Nashtar Lucknavi,,
Kashmeera,Nandlal Jaswantal,"E. Billimoria, Madhuri, Raja Sandow, Shanta Kumari, Keki Adjania, Dixit, Ghory, Rewashankar,",Social,1934,Ranjit Studios. Music: RewashankarLyrics: Munshi Gulzar,,
Khak Ka Putla,G. R. Sethi,"Gulab, Alaknanda, Mohammed Hussain, Sunder Rao, Hirabai, Zahiruddin, Bhai Desa, Haridas",Costume,1934,Krishna. Music: Master MohammedLyrics: Zahiruddin,,
Kismet Ka Shikar,Mohammed Hussain,"Patience Cooper, Mohammed Hussain, Miss Rose, Master Mohan, Angurbala, Pramod Kumar, Sharifa, Surajram, Lakshmi, Violet Cooper, Manilal",Social,1934,Pioneer Films Company. Music: Nayakdas NayakLyrics: Master Mohan,,
Kismet Ki Kasauti,Pesi Karani,"Khalil, K. C. Dey, Miss Iqbal, Nand Kishore, Athar, Reggie Benson, Padmavati Shaligram, Bachcha, Noorjahan",Costume Drama,1934,East India Film Company. Music: K. C. DeyLyrics:,,
Krishna Arjun Yudh,"Vishram Bedekar, Chintamanrao Kolhatkar, Vamanrao Bhatt","Dinanath, Nalini Nagpurkar, Damuanna Malvankar, Nirmala Devi, Sushila Devi, B Gokhale, S Bhosle, G Mohite",Religious,1934,Balwant Pics. Music: Lyrics:,,
Magic Flute a.k.a. Khwabe Hasti,Homi Master,"D. Billimoria, Gohar Mamajiwala, Sulochana (Ruby Myers), Chanda, Rustom Irani, Hadi, W. M. Khan, Ghory, B. Sansare",Fantasy,1934,Imperial Film Company. Music: Nashtar LakhnaviLyrics:,,
Maharani,Baburao Patel,"Mubarak, Padma Devi, Shirin Banu, N. Chhapekar, Surve, Raja Pandit",,1934,Gandharva Cinetone. Music: N. ChhapekarLyrics: Pandit Indra,,
Manjari,M. Gidwani,"Ghulam Rasool, Mushtari, G. Tembe, Syed Ahmed, Master Andaz",Social,1934,Shree Cine Music: Govindrao TembeLyrics:,,
Mast Fakir,D. N. Madhok,"Shiraz, Sushila, Ebrahim, Miss Moti, Meher-Ul-Nissa, Hanumant Rao, Sardar Mansur, Bimla, Gulshan",Social,1934,Kumar Movies. Music: Damodar SharmaLyrics: D. N. Madhok,,
Matsya Gandha,Dakubhai Mehta,"Inamdar, Shahzadi, Madhav Kale, Malti, Maruti Rao, Baburao Savare, Tara Devi",Mythology,1934,New Era Pics. Music: Madhulal Damodar MasterLyrics:,,
Mazdoor a.k.a. The Mill,M. D. Bhavnani,"P. Jairaj, Bibbo, Navin Yagnik, Ameena, Tarabai, Khalil, S. L. Puri, Bhudo Advani, Nayampally, Abu Bakar",Social,1934,"The first film to be banned by the British Government. Re-issued as Ghar Parwar in 1936. Ajanta Cinetone. Music: B. S. HooganLyrics: Mirabai, Traditional",,
Mera Iman,N. Majumdar,"Gohar Karnataki, Athavale, Amirjan, Madhav Kale, Madhukar Gupte",Costume,1934,Jaydevi Cine. Music: Dhaniram PremLyrics:,,
Mumtaz Begum,Akhtar Nawaz,"Gul Hamid, Mazhar Khan, Akhtari Bai, Anwaribai, Bachchu, Athar, A. R. Pahelwan",Historical,1934,East India Film Company Music: Motilal NayakLyrics:,,
Nachwali,Ramnik Desai,"Yakub, Swaroop Rani, Jaddanbai, Rafiq Ghaznavi, Kayam Ali, Pesi Patel, Misra, Mehboob Khan",Social,1934,Sagar Movietone. Music: Balram SinghLyrics: Munshi Aziz,,
Nadira,Jayant Desai,"E. Billimoria, Madhuri, Ishwarlal, Rampyari, Charlie, Keki Adjania, Dixit, Ghory, Khatoon, Bhupatrai, Azurie,",,1934,"Ranjit Film Company. Music: Gangaprasad Pathak, Banne KhanLyrics: Narayan Prasad Betab",,
Nagan,Jyotish Bandyopadhyay,"Nimbalkar, Radha, Ghulam Rasool Anwari, Chandu",Fantasy,1934,Radha Film Company. Music: Lyrics: Nashtar LucknaviLyrics:,,
Nai Duniya,Balwant Bhatt,"Rajkumari, Kashinath, Panna, Umakant, Lallubhai, Dulari",Social,1934,Prakash Pictures. Music: Lallubhai NayakLyrics: Pandit Anuj,,
Nanand Bhojai,Nanubhai Vakil,"Zubeida, Yusuf, Bhai Desa, Ameena, Ratilal, Gulab, Laxmi, Pawar, Shahzadi, Dinkar",Social,1934,Mahalaxmi Cinetone. Music: Dinkar S. Bidkar Lyrics:,,
Nand Ke Lala,Nanubhai Vakil,"Zubeida, Shahu Modak, Dinkar, Gulab",Devotional,1934,Mahalaxmi Cinetone. Music: Dinkar S. BidkarLyrics: Lahnu Master,,
Nav Bharat,Chunilal Parekh,"Navinchandra, Shivrani Ghosh, Qamar, Bachchu, Alaknanda",Action,1934,Victory Pictures. Music: Shanti Kumar DesaiLyrics: Munshi Jilani Shyam,,
Neki Ka Taj,N. G. Devare,"Ebrahim, Fatma Begum, Allavally, Prof. Lele, Noorjahan",Costume,1934,Digveer Cinetone. Music: Lyrics:,,
Night Bird a.k.a. Raat Ka Raja,Dhirendranath Gangopadhyay,"Gul Hamid, Indubala, Mazhar Khan, Nazir, Bhumen Roy, Anwaribai",Social,1934,East India Film Company. Music: Lyrics:,,
Noor Mahal,Moti B. Gidwani,"Shankar Rao, Miss Iqbal, Misra, Ratilal, Yakbal, Dulari, Z. Khan, Azurie, Harbanslal Kohli",Costume,1934,"Manhar Movies. Music: Dilipchand VediLyrics: Dilipchand Vedi, C. P. Varma",,
Noor-E-Islam,Mubarak,"Roshanara Begum, Mubarak, Swarup Rani",Costume,1934,Trilok Cinetone. Music: Lyrics:,,
Parth Kumar,Bhalji Pendharkar,"Krishna Bai, Sohoni, Raja Sandow, Shalini, Vasant, Shakuntala, Mane",Mythology,1934,Shyam Cinetone. Music: Gundopant WalwalkarLyrics:,,
Phantom Of The Hills a.k.a. Farzande Hind,,"Sabita Devi, Yakub, Jal Merchant, Panna, Charlie, Nayampally, Asooji",Costume Action,1934,Sagar Movietone. Music: S. P. RaneLyrics:,,
Piya Pyare,R. S. Choudhry,"D. Billimoria, Sulochana (Ruby Myers), Jamshedji, Rafiq Ghaznavi, Ghulam Mohammed, Hadi, Khansaheb, Jilloobai, Syed Ahmed, Rustom Poonawala",Social,1934,Music: Pransukh NaikLyrics:,,
Prem Pariksha,G. R. Sethi,"Rajkumari, Jaddanbai, Jagasia, S. Baburao, Vazirjan, Hari Shivdasani, Gope, Ghulam Haider, D. Manek",Social,1934,Eastern Art. Music: ChandiramLyrics: Gauri Shankarlal Akhtar,,
Ramayan,"Prafulla Roy, Sudarshan","Prithviraj Kapoor, Rajkumari, Vithaldas Panchotia, Indubala, Devbala, R. P. Kapoor, Shahzadi, Fida Hussain, Dadabhai Sarkari, Kabuli, Rajlakshmi, Bholashankar",Religious,1934,Bharat Lakshmi Pictures. Music: Nagar Das NayakLyrics: Pandit Sudarshan,,
Ranchandi,Babubhai Jani,"Navinchandra, Mehtab, Shivrani Ghosh, Haridas, Ranibala, Lovji Lavangia",Costume,1934,Jayant Pics Music: Madhulal Damodar MasterLyrics:,,
Rashk-E-Laila,Nanubhai Vakil,"Zubeida, Bhai Desa, Yusuf, Pawar, Dinkar Bidkar, Joshi, Hiroji, Master Gulab",Costume,1934,Mahalaxmi Cinetone. Music: Dinkar S. BidkarLyrics:,,
Roop Kumari,J. J. Madan,"Master Mohan, Akhtari Bai, Laxmi, Rose",Costume,1934,Madan Theatres Ltd. Music: Brij Lal VermaLyrics:,,
Rooplekha,P.C. Barua,"K. L. Saigal, Rattan Bai, Pahari Sanyal, Jamuna, Charlie",Historical Drama,1934,New Theatres. Music: R. C. BoralLyrics: Bani Kumar,,
